vocab,type,meaning,weight
emotion,n,情緒,0
encouragement,n,鼓勵;獎勵;促進,0
ending,n,"結局,結尾;終結;字尾",0
enemy,n,敵人,0
energy,n,精力;能量,0
enjoyment,n,"樂趣,享受",0
entrance,n,入口,0
envelope,n,信封,0
environment,n,環境,0
eraser,n,橡皮擦,0
error,n,錯誤,0
event,n,事件,0
excitement,n,"刺激;興奮,激動",0
excuse,n,藉口,0
exercise,n,運動;習題,0
experience,n,經驗,0
expert,n,專家;能手,0
express,n,快車;快遞;快運,0
extra,n,附加的人物或錢;號外,0
eyebrow,n,"眉,眉毛",0
fail,n,不及格,0
failure,n,失敗,0
fair,n,商品展覽會,0
fault,n,過錯,0
favor,n,偏愛;偏袒,0
favorite,n,特別喜愛的人(或物),0
fee,n,費用,0
fellow,n,伙伴;同事,0
female,n,雌性動物,0
fence,n,柵欄;籬笆,0
festival,n,節日,0
fever,n,發燒,0
field,n,原野;田賽場地;野外,0
fighter,n,"戰士,鬥士",0
figure,n,外形;數字;圖表;(溜冰等)花式,0
film,n,膠捲;影片,0
fireman,n,消防隊員,0
firewoman,n,女消防隊員,0
fisherman,n,漁夫,0
fit,n,適合;合身,0
fix,n,困境;窘境;賄賂;定位,0
flag,n,旗子,0
flash,n,"閃光,閃爍",0
flashlight,n,手電筒,0
flat,n,平坦部分,0
flight,n,飛行,0
flood,n,"洪水,水災",0
flour,n,麵粉,0
flow,n,流動,0
flu,n,流行性感冒,0
flute,n,橫笛,0
focus,n,焦點,0
following,n,一批追隨者;下列事物(或人員),0
fool,n,呆子,0
football,n,美式足球,0
foreigner,n,外國人,0
form,n,形態;表格,0
forward,n,前鋒,0
fox,n,狐狸,0
freedom,n,自由,0
freezer,n,冰箱的冷凍部;冷凍箱,0
fridge,n,電冰箱,0
fright,n,"驚嚇,恐怖",0
function,n,"功能,作用;函數",0
future,n,未來,0
gain,n,獲得;增加;獲利;收益,0
garage,n,車庫,0
garbage,n,垃圾,0
gardener,n,園丁;花匠,0
gate,n,柵門;登機門,0
general,n,將軍,0
gentleman,n,紳士,0
geography,n,地理,0
giant,n,巨人,0
giraffe,n,長頸鹿,0
glove,n,手套,0
glue,n,膠;膠水,0
goal,n,目標;球門,0
goat,n,山羊,0
golf,n,高爾夫球,0
government,n,政府,0
grade,n,年級;分數,0
grape,n,葡萄,0
growth,n,成長;發育;增大,0
guard,n,警衛,0
guava,n,番石榴,0
guitar,n,吉他,0
guy,n,傢伙;人,0
habit,n,習慣,0
hall,n,大廳;講堂,0
hamburger,n,漢堡,0
hammer,n,鎚,0
handkerchief,n,手帕,0
handle,n,把手,0
hanger,n,衣架,0
heater,n,暖氣機,0
height,n,高度,0
hen,n,母雞,0
hero,n,英雄,0
heroine,n,"女英雄,女傑",0
highway,n,公路;幹道,0
hip,n,臀部,0
hippo,n,河馬,0
hippopotamus,n,河馬,0
hire,n,"租用,雇用",0
hobby,n,嗜好,0
holder,n,持有者;支托物,0
honey,n,蜂蜜;心愛的人,0
hop,n,單足跳;跳躍;麻藥(尤指鴉片),0
hospital,n,醫院,0
host,n,主人,0
hostess,n,女主人,0
hotel,n,旅館,0
hum,n,嗡嗡聲,0
humor,n,幽默,0
hunger,n,饑餓,0
hunt,n,打獵;搜尋,0
hunter,n,獵人,0
hurry,n,匆忙,0
icebox,n,冷藏庫;冰箱,0
ill,n,不幸;禍害,0
importance,n,重要性,0
improvement,n,"改進,改善",0
income,n,收入,0
increase,n,增加;增強,0
independence,n,獨立;自主;自立,0
industry,n,企業;行業,0
influence,n,影響,0
ink,n,墨水,0
insect,n,昆蟲,0
instance,n,例子,0
instant,n,瞬間,0
instrument,n,儀器,0
interview,n,面談;採訪,0
invitation,n,邀請,0
island,n,島嶼,0
item,n,項目;品目,0
jacket,n,夾克;外套,0
jam,n,果醬;擁塞,0
jazz,n,爵士樂,0
jeans,n,牛仔褲,0
jeep,n,吉普車,0
jog,n,輕推;輕撞;慢跑;緩行;暗示,0
joint,n,"接頭,接縫;關節",0
judge,n,法官,0
judgement,n,審判; 裁判;評價,0
judgment,n,審判;裁判;判斷力,0
ketchup,n,番茄醬,0
kindergarten,n,幼稚園,0
kingdom,n,王國,0
knock,n,"敲;擊,打;指摘,挑剔",0
knowledge,n,學問;知識,0
koala,n,澳洲產無尾熊,0
ladybird,n,瓢蟲,0
ladybug,n,瓢蟲,0
lane,n,"巷,弄;車道",0
language,n,語言,0
lantern,n,燈籠,0
lap,n,"膝部;(衣,裙等的)下襬",0
lawyer,n,律師,0
leadership,n,領導才能,0
lemon,n,檸檬,0
lemonade,n,檸檬水,0
length,n,"(距離,尺寸的)長度",0
leopard,n,豹;美洲豹,0
lettuce,n,類似萵苣的生菜,0
library,n,圖書館,0
lick,n,"舔,舐;少量",0
lid,n,蓋子,0
lightning,n,閃電,0
limit,n,限度,0
link,n,環節,0
liquid,n,液體,0
listener,n,傾聽者,0
loaf,n,一條(麵包),0
local,n,當地居民,0
lock,n,鎖,0
log,n,原木;木料;工作記錄簿,0
loser,n,輸家,0
loss,n,損失,0
lover,n,情人,0
luck,n,好運;幸運,0
magazine,n,雜誌,0
magic,n,魔術,0
magician,n,魔術師,0
main,n,總管道;主要部分;要點,0
male,n,雄性動物,0
Mandarin,n,中國的官話(北京話),0
mango,n,芒果,0
manner,n,舉止;態度,0
mark,n,記號,0
marriage,n,"結婚,婚姻",0
mask,n,面具,0
mass,n,團;塊,0
mat,n,蓆子;墊子,0
match,n,"比賽,競賽;對手;相配者;火柴",0
mate,n,"同伴,伙伴",0
meal,n,餐,0
meaning,n,意義,0
means,n,"手段,方法;工具;收入",0
measurement,n,測量法;測定;尺寸,0
medicine,n,藥,0
meeting,n,集會,0
melody,n,旋律;主調,0
melon,n,"瓜,甜瓜",0
member,n,會員,0
memory,n,記憶,0
menu,n,菜單,0
message,n,消息;音信,0
metal,n,金屬,0
meter,n,公尺;計量器,0
method,n,方法,0
metro,n,地下鐵道,0
military,n,軍隊,0
million,n,百萬,0
mine,n,我的東西;礦;源泉;地雷;坑道,0
minus,n,負號,0
mirror,n,鏡子,0
mix,n,"混和,攪和;結合",0
model,n,模型;模特兒,0
monster,n,怪物,0
mosquito,n,蚊子,0
moth,n,"蛾;蠹,蛀蟲",0
motion,n,移動,0
motorcycle,n,機車,0
mule,n,騾;固執的人,0
museum,n,博物館,0
musician,n,音樂家,0
nail,n,釘子;指甲,0
napkin,n,餐巾,0
necklace,n,項鍊,0
needle,n,針,0
negative,n,否定語;負數;陰電;底片,0
neighbor,n,鄰居,0
nephew,n,侄子;外甥,0
nest,n,巢,0
net,n,網子,0
niece,n,侄女;外甥女,0
nobody,n,無名小子,0
nod,n,點頭,0
noodle,n,麵,0
notebook,n,筆記本,0
novel,n,小說,0
nut,n,核果,0
object,n,物件,0
offer,n,"提供,提議;出價;報價",0
official,n,"官員,公務員",0
onion,n,洋蔥,0
opinion,n,意見,0
organ,n,器官,0
organization,n,組織,0
oven,n,烤箱,0
overpass,n,天橋,0
owl,n,貓頭鷹,0
owner,n,物主,0
ox,n,公牛,0
pack,n,一小包,0
package,n,包裹,0
pain,n,疼痛;痛苦,0
painter,n,油漆匠;畫家,0
painting,n,"油畫,水彩畫",0
pajamas,n,睡衣,0
palm,n,"手掌,手心",0
pan,n,平鍋,0
panda,n,貓熊,0
papaya,n,木瓜,0
pardon,n,"原諒,饒恕,寬恕;赦免",0
parrot,n,鸚鵡,0
partner,n,夥伴,0
passenger,n,乘客,0
paste,n,漿糊,0
pat,n,"輕拍,輕打",0
path,n,小徑;路線,0
patient,n,病人,0
pattern,n,圖案;模式,0
peace,n,和平,0
peach,n,桃子,0
peanut,n,花生;花生果;花生米,0
pear,n,梨子,0
penguin,n,企鵝,0
pepper,n,胡椒;辣椒,0
perfect,n,完成式,0
period,n,一段時間;一堂課,0
phone,n,電話,0
photo,n,相片,0
photograph,n,照片,0
photographer,n,"攝影師,照相師",0
phrase,n,"片語,詞組",0
pick,n,"精華,最好的部分;收穫(量)",0
picnic,n,野餐,0
pigeon,n,鴿子,0
pile,n,一堆,0
pillow,n,枕頭,0
pin,n,大頭針;胸針,0
pineapple,n,鳳梨,0
ping-pong,n,"乒乓球,桌球",0
pink,n,粉紅色,0
pipe,n,管子,0
pitch,n,投;投球;音高,0
pizza,n,披薩,0
plain,n,平原,0
planet,n,行星,0
plate,n,盤;碟,0
platform,n,月台;平台,0
pleasure,n,愉快,0
plus,n,正號,0
poem,n,詩,0
poet,n,詩人,0
poison,n,毒物,0
policy,n,政策;策略,0
population,n,人口,0
pork,n,豬肉,0
port,n,港,0
pose,n,姿勢;裝腔作勢,0
positive,n,正面;正數;正片;(電池的)陽極,0
possibility,n,可能性,0
post,n,郵件;柱;樁;崗位;站;交易所,0
postcard,n,明信片,0
pot,n,罐;鍋,0
potato,n,馬鈴薯,0
pound,n,磅,0
praise,n,"讚揚,稱讚",0
presence,n,"出席,在場",0
present,n,禮物,0
president,n,校長;總統,0
press,n,新聞輿論,0
pride,n,"自豪,得意",0
prince,n,王子,0
princess,n,公主,0
principal,n,(中小學)校長,0
principle,n,主義;真諦,0
printer,n,印表機;印刷業者,0
prison,n,監獄,0
prisoner,n,囚犯;俘虜,0
prize,n,獎品,0
produce,n,農產品,0
producer,n,"生產者,製造者製片人",0
progress,n,進步,0
project,n,計畫,0
promise,n,"承諾,諾言;希望,前途",0
pudding,n,布丁,0
pump,n,唧筒;打氣機;抽水機,0
pumpkin,n,南瓜,0
punishment,n,處罰;懲罰,0
pupil,n,學生,0
puppet,n,木偶;傀儡,0
puppy,n,小狗,0
purse,n,錢包,0
puzzle,n,謎,0
quality,n,品質,0
quantity,n,量,0
quarter,n,¼;美金25分;15分鐘,0
quiz,n,小考,0
rabbit,n,兔子,0
range,n,範圍;等級;多爐爐灶,0
reality,n,現實;真實,0
record,n,記錄;唱片,0
rectangle,n,長方形,0
refrigerator,n,電冰箱,0
regard,n,事項;問候,0
region,n,"地區,地帶",0
regular,n,正規兵;老客戶;長工;普通尺寸,0
relation,n,"關係,關聯",0
relationship,n,"關係,關聯;人際關係",0
repeat,n,重複;重播;複寫;副本;,0
reply,n,答覆,0
reporter,n,記者,0
requirement,n,需要;必需品,0
respect,n,尊敬,0
restaurant,n,餐廳,0
restroom,n,廁所,0
restroom,n,廁所,0
result,n,結果,0
review,n,復習,0
riches,n,"財富,財產;富有,豐饒",0
roach,n,蟑螂,0
role,n,角色,0
roll,n,滾動;(一)捲;捲餅;隆隆聲;名單,0
ruler,n,尺;統治者,0
runner,n,賽跑者;逃亡者,0
rush,n,急速行動;(交通等的)繁忙;搶購,0
safety,n,安全,0
sailor,n,水手,0
salad,n,沙拉,0
sample,n,樣品,0
sandwich,n,三明治,0
sauce,n,"調味醬,醬汁",0
science,n,科學,0
scientist,n,科學家,0
scissors,n,剪刀,0
score,n,得分; 二十; 刻痕; 樂譜,0
screen,n,屏;銀幕,0
search,n,"搜查,搜尋;檢查;探索,調查",0
secret,n,秘密,0
secretary,n,秘書,0
section,n,節;斷面,0
selection,n,"選擇;選拔;選集,文選",0
semester,n,學期,0
servant,n,雇工,0
settlement,n,解決;清算;定居,0
share,n,股份;市場佔有率;分攤;貢獻,0
shelf,n,架子,0
shell,n,"殼,果殼;貝殼",0
shock,n,震驚,0
shoot,n,"幼芽,幼枝;狩獵(隊);射擊;拍攝",0
shorts,n,短褲,0
shower,n,陣雨;淋浴,0
shrimp,n,蝦子,0
sidewalk,n,路邊行人道,0
sign,n,記號,0
silence,n,寂靜,0
silk,n,"蠶絲,絲;絲織物(品),綢布",0
single,n,單的;一壘安打,0
sink,n,洗物槽,0
skirt,n,裙子,0
slide,n,滑梯;土崩,0
slip,n,滑跤,0
slipper,n,拖鞋,0
snack,n,點心,0
snail,n,蝸牛,0
soccer,n,足球,0
society,n,社會,0
sock,n,短襪,0
soldier,n,軍人,0
solution,n,解答;溶劑,0
somebody,n,某人;有名氣的人,0
sort,n,類型;排序,0
source,n,源頭,0
soy,n,醬油;大豆,0
soybean,n,大豆,0
speaker,n,演講者;揚聲器,0
speed,n,速度,0
spelling,n,拼字;拼寫;拼法,0
spider,n,蜘蛛,0
spinach,n,菠菜,0
spirit,n,精神,0
spot,n,斑點;場所,0
spread,n,蔓延;普及;價格差異,0
spring,n,春天;泉,0
square,n,正方形,0
squirrel,n,松鼠,0
stage,n,舞臺;(進展的)階段,0
stamp,n,郵票;印章,0
standard,n,標準,0
steak,n,牛排,0
steam,n,蒸氣,0
steel,n,"鋼,鋼鐵",0
stick,n,棍;棒;杖;枝條,0
storm,n,暴風雨,0
stove,n,爐灶,0
straight,n,"直,挺直;(紙牌)五張順牌",0
stranger,n,陌生人,0
straw,n,稻草;吸管,0
strawberry,n,草莓,0
stream,n,溪流,0
stress,n,壓力,0
stretch,n,伸直;伸出;伸長,0
strike,n,攻擊;罷工,0
string,n,線;細繩;帶子,0
struggle,n,使勁;掙扎,0
subject,n,主題;學科,0
subway,n,地鐵,0
success,n,成功,0
sudden,n,突然發生的事,0
suit,n,一套衣服;訴訟,0
supermarket,n,超級市場,0
supply,n,生活用品;補給品,0
support,n,支持,0
surface,n,表面,0
swallow,n,吞嚥;燕子,0
swan,n,天鵝,0
sweater,n,毛衣,0
sweep,n,掃除,0
swing,n,鞦韆;搖擺音樂,0
symbol,n,符號;象徵,0
table tennis,n,乒乓球,0
talent,n,天才,0
tangerine,n,橘子,0
tank,n,槽;坦克,0
tape,n,錄音帶;錄影帶;膠帶,0
target,n,目標,0
task,n,任務;工作,0
team,n,隊,0
tear,n,眼淚,0
teen,n,青少年,0
teenager,n,十幾歲孩子,0
telephone,n,電話,0
television,n,電視,0
temple,n,廟宇;神殿,0
tennis,n,網球,0
tent,n,帳篷,0
term,n,術語;學期,0
test,n,測驗;考試,0
textbook,n,教科書,0
theater,n,戲院;劇院,0
thief,n,小偷,0
throat,n,喉嚨,0
thumb,n,拇指,0
thunder,n,雷,0
tip,n,尖端;小費,0
title,n,標題;頭銜,0
toast,n,烤麵包片,0
toe,n,腳趾,0
tofu,n,豆腐,0
toilet,n,馬桶,0
tomato,n,番茄,0
tongue,n,舌頭,0
tooth,n,牙齒,0
topic,n,論題;話題,0
tour,n,旅行,0
towel,n,毛巾,0
tower,n,塔,0
track,n,行蹤;軌道,0
trade,n,貿易,0
tradition,n,傳統,0
traffic,n,交通,0
trap,n,陷阱;圈套,0
travel,n,旅行,0
treasure,n,財寶,0
treat,n,款待,0
treatment,n,對待;待遇;治療法,0
trial,n,審判,0
triangle,n,三角形,0
trick,n,詭計;戲法;惡作劇,0
trousers,n,長褲,0
truck,n,卡車,0
trumpet,n,小喇叭,0
trust,n,"信任,信賴;託管,信託",0
truth,n,事實;真相,0
tube,n,管子,0
tunnel,n,隧道,0
turkey,n,火雞,0
turtle,n,烏龜,0
type,n,類型,0
typhoon,n,颱風,0
umbrella,n,雨傘,0
underground,n,地面下層;地下組織,0
underwear,n,內衣,0
uniform,n,制服,0
user,n,使用者,0
vacation,n,假期,0
valley,n,山谷,0
value,n,價值,0
victory,n,勝利,0
video,n,錄影機;錄影帶,0
village,n,村落,0
violin,n,小提琴,0
visitor,n,訪客,0
vocabulary,n,字彙,0
volleyball,n,排球,0
vote,n,"選舉,投票,表決",0
voter,n,選舉人;投票人,0
waist,n,腰,0
waiter,n,男服務生,0
waitress,n,女服務生,0
wallet,n,皮夾,0
waterfall,n,瀑布,0
watermelon,n,西瓜,0
wave,n,波浪,0
weapon,n,武器,0
weekday,n,工作日,0
western,n,西部地區的人,0
whale,n,鯨魚,0
wheel,n,輪子,0
whisper,n,"傳聞,流言",0
width,n,寬度,0
wild,n,"荒野,荒地;未開發的地方",0
wing,n,翅膀,0
winner,n,贏家,0
wire,n,金屬線,0
wolf,n,狼,0
wonder,n,驚奇;奇觀,0
wool,n,羊毛;毛織品,0
worth,n,價值,0
wound,n,傷口,0
yard,n,庭院;碼(3英呎),0
youth,n,青少年;青少年時代,0
zebra,n,斑馬,0
