vocab,type,meaning,weight
art,n,藝術,0
August,n,八月,0
aunt,n,姨媽;姑媽,0
auntie,n,(aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母,0
aunty,n,(aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母,0
autumn,n,秋季,0
baby,n,嬰兒,0
back,n,背部;後面,0
bag,n,袋子,0
ball,n,球,0
balloon,n,汽球,0
banana,n,香蕉,0
band,n,樂團;樂隊,0
bank,n,銀行;堤;岸,0
bar,n,"棒,條;酒吧",0
barber,n,男理髮師,0
base,n,基;底;基部,0
baseball,n,棒球,0
basket,n,籃子,0
basketball,n,籃球,0
bat,n,球棒;蝙蝠,0
bath,n,洗澡,0
bathroom,n,廁所;浴室,0
beach,n,海灘,0
bear,n,熊,0
beat,n,敲打;敲擊聲;心跳聲;滴答聲;拍子,0
beauty,n,美貌;美人,0
bed,n,床,0
bee,n,蜜蜂,0
bell,n,鈴;鐘,0
best,n,最好;最佳;最好,0
better,n,"(人或事物)較優者,較好者",0
bicycle,n,腳踏車,0
bike,n,腳踏車,0
bird,n,鳥,0
birth,n,出生;起源,0
bit,n,"小片,;少量,一點點;片刻;位元",0
bite,n,"咬,叮",0
black,n,黑色;美國黑人,0
block,n,街區,0
blood,n,血,0
blow,n,"吹動,吹氣;強風;吹牛",0
blue,n,藍色,0
boat,n,小船,0
body,n,身體,0
bone,n,骨頭,0
book,n,書本,0
bottom,n,底部;屁股,0
bowl,n,碗,0
box,n,箱;盒;匣,0
boy,n,男孩,0
bread,n,麵包,0
break,n,暫停,0
breakfast,n,早餐,0
bridge,n,橋,0
brother,n,兄;弟,0
brown,n,棕色,0
buck,n,雄性動物(鹿、羊或兔等),0
bug,n,小蟲,0
building,n,建築物,0
bus,n,公車,0
butter,n,奶油,0
butterfly,n,蝴蝶,0
buy,n,購買;便宜貨,0
bye,n,次要的東西;(體育比賽中)輪空,0
cab,n,計程車;出租馬車,0
cage,n,鳥籠;獸籠,0
cake,n,蛋糕,0
call,n,呼叫;請求;通話;(紙牌)叫牌;判決,0
camel,n,駱駝,0
camera,n,照相機,0
camp,n,營地,0
can,n,罐頭,0
candy,n,糖果,0
cap,n,無邊便帽;蓋子,0
car,n,汽車,0
card,n,卡片,0
care,n,看護;保護;照料;管理;關懷;小心,0
case,n,盒子;案件,0
cat,n,貓,0
catch,n,"抓住,捕捉;接球;把手;圈套",0
cause,n,原因;理由,0
cent,n,分(錢幣),0
center,n,中心(點),0
chance,n,機會,0
chart,n,圖表,0
chase,n,追逐;追擊,0
check,n,支票;買單,0
chick,n,小雞,0
chicken,n,雞;雞肉,0
chief,n,首領;長官,0
child,n,小孩,0
Christmas,n,耶誕節,0
church,n,教堂,0
city,n,都市,0
class,n,階級;班級;上課,0
clean,n,打掃;去垢,0
climb,n,"攀登,攀爬",0
clock,n,鐘,0
close,n,"結束,終止;(金融)收盤價",0
cloud,n,雲,0
coast,n,海岸,0
coat,n,外套,0
cocoa,n,可可粉;可可樹;可可色,0
coffee,n,咖啡,0
Coke,n,可口可樂,0
cola,n,可樂,0
cold,n,感冒,0
color,n,顏色,0
common,n,"公共用地,公有地",0
cook,n,廚師,0
cookie,n,餅乾,0
cooky,n,cookie,0
cool,n,涼爽,0
cop,n,警察,0
corn,n,玉米,0
cost,n,費用;成本,0
count,n,計數;計算,0
country,n,國家;鄉下,0
course,n,課程;科目,0
cover,n,封面,0
cow,n,母牛,0
cowboy,n,牛仔,0
crow,n,"鴉,烏鴉",0
cry,n,叫喊;呼叫;(一陣)哭,0
cub,n,幼鯨;牛棚,0
cup,n,杯子,0
cut,n,傷口;刻痕;削減;近路;曠課,0
dad,n,父親,0
daddy,n,父親,0
dance,n,舞會,0
dancer,n,舞蹈演員;舞蹈家,0
danger,n,危險,0
dark,n,"黑暗,暗處;曖昧;隱晦",0
date,n,日期,0
daughter,n,女兒,0
day,n,白天;日,0
deal,n,交易,0
dear,n,(常作稱呼)親愛的(人),0
death,n,死亡,0
December,n,十二月,0
deer,n,鹿,0
desk,n,書桌,0
dig,n,"刺,戳,碰;挖苦",0
dinner,n,晚餐,0
dish,n,盤子;一盤菜,0
dog,n,狗,0
doll,n,洋娃娃,0
dollar,n,美元,0
door,n,門,0
dove,n,鴿,0
down,n,下降;蕭條;絨毛;有草丘陵地,0
downstairs,n,樓下,0
dozen,n,一打,0
draw,n,平局;平手,0
dream,n,夢,0
drink,n,飲料,0
drinking,n,喝酒,0
drive,n,兜風;車程;幹勁;比賽,0
driver,n,司機,0
duck,n,鴨,0
duckling,n,小鴨,0
eagle,n,老鷹,0
ear,n,耳朵,0
earth,n,地球;土地,0
ease,n,"容易;不費力;舒適;悠閒,放鬆,緩和",0
east,n,東方,0
edge,n,邊緣;優勢,0
egg,n,蛋,0
eight,n,八,0
eighteen,n,十八,0
eighty,n,八十,0
elephant,n,大象,0
eleven,n,十一,0
end,n,盡頭;結局,0
English,n,英語,0
enough,n,"足夠,充分",0
equal,n,相等的事物;相等的數量,0
evening,n,傍晚,0
exam,n,考試,0
examination,n,"檢查,調查",0
example,n,例子,0
eye,n,眼睛,0
face,n,臉,0
fact,n,事實,0
factory,n,工廠,0
fall,n,秋天,0
family,n,家庭,0
farm,n,農場,0
farmer,n,農夫,0
fat,n,"(動,植物)脂肪;油脂",0
father,n,父親,0
fear,n,懼怕,0
February,n,二月,0
feed,n,(動物或嬰兒的)一餐;飼料,0
feel,n,"觸覺;手感;觸,摸;感覺,氣氛",0
feeling,n,感覺,0
feelings,n,"感覺,觸覺",0
fifteen,n,十五,0
fifty,n,五十,0
fight,n,打架;戰鬥,0
fill,n,填滿的量;裝填物,0
final,n,決賽;期末考;(當日報紙的)末版,0
find,n,發現;發現物,0
fine,n,"好天氣; 罰金,罰款",0
finger,n,手指,0
finish,n,結束;(傢具等)末道漆,0
fire,n,火,0
first,n,第一;第一個;第一名;優等;開始;開始時間,0
fish,n,魚,0
five,n,五,0
floor,n,地板;樓;室內地上,0
flower,n,花,0
fly,n,蒼蠅,0
fog,n,霧,0
food,n,食物,0
foot,n,腳;一尺長,0
force,n,力量;暴力,0
forest,n,森林,0
fork,n,叉子,0
forty,n,四十,0
four,n,四,0
fourteen,n,十四,0
Friday,n,星期五,0
friend,n,朋友,0
frog,n,青蛙,0
front,n,前方,0
fruit,n,水果,0
fun,n,樂趣,0
game,n,比賽;遊戲,0
garden,n,花園,0
ghost,n,鬼,0
gift,n,禮物,0
girl,n,女孩,0
glass,n,玻璃杯;玻璃,0
glasses,n,眼鏡,0
go,n,輪到的機會;嘗試,0
god,n,上帝,0
goddess,n,女神,0
gold,n,黃金,0
good,n,利益;好處;優點,0
good-by,n,"告別,再見,道別的話",0
good-bye,n,告別,0
goose,n,鵝,0
grandchild,n,孫子;孫女;外孫;外孫女,0
granddaughter,n,孫女;外孫女,0
grandfather,n,祖父;外祖父,0
grandma,n,祖母;外祖母,0
grandmother,n,祖母;外祖母,0
grandpa,n,祖父;外祖父,0
grandson,n,孫子;外孫,0
grass,n,草,0
gray,n,灰色,0
great,n,"偉人們,大人物們",0
green,n,綠色,0
grey,n,灰色;暗淡的光線,0
ground,n,地面,0
group,n,一群,0
guess,n,猜測,0
guest,n,客人,0
guide,n,嚮導,0
gun,n,槍,0
hair,n,頭髮,0
haircut,n,理髮,0
half,n,一半,0
ham,n,火腿,0
hand,n,手,0
hat,n,帽子,0
hate,n,"仇恨,憎恨;厭惡",0
head,n,頭;首長,0
health,n,健康,0
heart,n,心臟,0
heat,n,熱氣,0
hello,n,表示問候的叫聲,0
help,n,"幫助;幫手,助手",0
here,n,這裡;今世,0
high,n,高水準;高峰;天空,0
hill,n,丘陵,0
history,n,歷史,0
hit,n,打擊;成功而風行一時的事物;安打,0
hold,n,"抓住,握住;延遲;延期;耽擱",0
hole,n,洞,0
holiday,n,假日,0
home,n,家,0
homework,n,家庭作業,0
hope,n,"希望,期望",0
horse,n,馬,0
hour,n,小時,0
house,n,房子,0
human,n,人,0
hundred,n,一百,0
hurt,n,(精神上的)創傷;傷;痛,0
husband,n,丈夫,0
ice,n,冰,0
idea,n,主意,0
inch,n,英吋,0
inside,n,"內部,裡面;內幕",0
interest,n,興趣,0
iron,n,鐵;熨斗,0
January,n,一月,0
job,n,職業;工作,0
join,n,接合點;接連處,0
joke,n,笑話,0
joy,n,歡喜;樂趣,0
juice,n,果汁,0
July,n,七月,0
jump,n,跳躍;暴漲,0
June,n,六月,0
keep,n,"生活費,生計",0
keeper,n,保管人;守衛,0
key,n,鑰匙,0
kick,n,"踢;反衝,後座力;刺激,快感",0
kid,n,小孩,0
kill,n,獵獲物;屠殺,0
kind,n,種類,0
king,n,國王,0
kiss,n,吻,0
kitchen,n,廚房,0
kite,n,風箏,0
kitten,n,小貓,0
kitty,n,小貓,0
knee,n,膝蓋,0
knife,n,刀子,0
lack,n,缺乏,0
lady,n,淑女,0
lake,n,湖,0
lamb,n,小羊,0
lamp,n,燈,0
land,n,陸地,0
last,n,最後的人(或東西);最後;上回,0
laugh,n,"笑,笑聲",0
law,n,法律,0
leader,n,領袖,0
leaf,n,樹葉,0
leave,n,准假;休假,0
left,n,"左,左邊;激進分子們",0
leg,n,腿,0
lesson,n,課;教訓,0
letter,n,信;字母,0
level,n,水平線,0
lie,n,謊言,0
life,n,人生;生命,0
lift,n,"提,吊,升;鼓舞",0
light,n,光線;燈,0
like,n,愛好,0
lily,n,百合花,0
line,n,線;隊伍,0
lion,n,獅子,0
lip,n,嘴唇,0
list,n,單子,0
little,n,沒有多少;短時間;短距離,0
look,n,看;瞥;臉色;眼神;表情,0
lot,n,"很多,多數;一批;一塊地",0
love,n,愛,0
low,n,"低水平,低點;;低速",0
lunch,n,午餐,0
luncheon,n,"午餐,(正式的)午餐會",0
ma,n,媽,0
machine,n,機器,0
mail,n,信件,0
mama,n,(兒語)媽媽,0
mamma,n,mama,0
man,n,男人; 人類,0
map,n,地圖,0
market,n,市場,0
master,n,主人,0
matter,n,事情,0
May,n,五月,0
meat,n,肉類,0
meet,n,集會;競賽大會,0
middle,n,中央,0
mile,n,英哩,0
milk,n,牛奶,0
mind,n,心智,0
minute,n,分鐘,0
miss,n,少女,0
mistake,n,錯誤,0
mister,n,先生,0
mom,n,母親,0
moment,n,片刻,0
mommy,n,母親,0
Monday,n,星期一,0
money,n,錢,0
monkey,n,猴子,0
month,n,月份,0
moon,n,月亮,0
morning,n,早晨,0
mother,n,母親,0
mountain,n,山,0
mouse,n,老鼠; 滑鼠,0
mouth,n,嘴巴,0
movement,n,動作,0
movie,n,電影,0
mud,n,泥巴,0
mug,n,(有柄)大杯子,0
mummy,n,木乃伊;(兒語)媽媽,0
music,n,音樂,0
must,n,必須做的事;不可少的事物,0
name,n,名字,0
nation,n,國家,0
nature,n,自然,0
neck,n,脖子,0
need,n,需要;需求;貧窮,0
news,n,新聞,0
newspaper,n,報紙,0
night,n,夜晚,0
nine,n,九,0
nineteen,n,十九,0
ninety,n,九十,0
no,n,不;沒有;拒絕;反對票,0
noise,n,噪音,0
noon,n,中午,0
north,n,北方,0
nose,n,鼻子,0
note,n,筆記;音符;記錄;便條,0
nothing,n,無事;無物;沒什麼,0
notice,n,注意;通知,0
November,n,十一月,0
now,n,"現在,目前,此刻",0
number,n,號碼;數字,0
nurse,n,護士,0
O.K.,n,"認可,批准",0
ocean,n,海洋,0
o'clock,n,點鐘,0
October,n,十月,0
office,n,辦公室,0
officer,n,軍官;官員,0
oil,n,油,0
OK,n,"認可,批准",0
okay,n,同意;批准,0
once,n,"一次,一回",0
one,n,一;一個人;一件事物,0
open,n,"戶外,野外;曠野,空地;公開賽",0
orange,n,柳橙;橙色,0
order,n,定單,0
out,n,託辭;(棒球等)出局,0
outside,n,"外面,外部;外側;外表",0
pa,n,爸,0
page,n,頁,0
paint,n,"油漆,塗料",0
pair,n,一副,0
pants,n,褲子,0
papa,n,爸爸,0
paper,n,紙張,0
parent,n,雙親之一,0
park,n,公園,0
part,n,部份,0
party,n,派對,0
pass,n,通行證;護照;及格;傳球動作;山隘,0
past,n,"過去,昔日;往事;經歷;過去式",0
payment,n,"支付,付款",0
pen,n,原子筆;墨水筆,0
pencil,n,鉛筆,0
people,n,人們,0
person,n,人,0
pet,n,寵物,0
piano,n,鋼琴,0
picture,n,圖畫;照片,0
pie,n,派(食品),0
piece,n,件;片,0
pig,n,豬,0
place,n,地方,0
plan,n,計畫,0
plane,n,飛機,0
plant,n,"植物,農作物;工廠",0
play,n,遊戲;戲劇,0
player,n,遊戲者;運動者;表演者,0
playground,n,遊樂場;運動場,0
pocket,n,口袋,0
poetry,n,"詩,詩歌,韻文",0
point,n,點;要點,0
police,n,警察,0
policeman,n,"警察,警員",0
pond,n,池塘,0
pool,n,水池;美式撞球,0
pop,n,砰的一聲,0
popcorn,n,爆米花,0
position,n,位置,0
power,n,權力;動力,0
practice,n,練習,0
price,n,價錢,0
print,n,圖片印刷品;出版物,0
problem,n,問題,0
public,n,"公眾,民眾",0
pull,n,"拉,拖",0
purple,n,紫色,0
purpose,n,目的,0
push,n,推;推進;奮發;緊迫,0
queen,n,皇后,0
question,n,問題,0
quiet,n,安靜;寂靜;安穩;和平,0
race,n,競賽;(生物的)種類,0
radio,n,收音機,0
railroad,n,鐵路,0
rain,n,雨,0
rainbow,n,彩虹,0
raise,n,加薪;賭注加碼,0
rat,n,老鼠,0
reach,n,可及之範圍,0
reason,n,理由,0
red,n,紅色,0
report,n,報告,0
rest,n,休息;靜止;安息;休止符;其餘,0
return,n,回答;收益;利息;來回票;退貨,0
rice,n,稻米;飯,0
ride,n,搭乘;兜風,0
right,n,公理;權利,0
ring,n,指環;鈴聲,0
rise,n,"(數量,程度等)增加,上漲;上升",0
river,n,河流,0
road,n,道路,0
robot,n,機器人,0
rock,n,岩石;搖滾樂,0
roof,n,屋頂,0
room,n,房間,0
rooster,n,雄雞;狂妄自負的人,0
root,n,根,0
rope,n,粗繩,0
rose,n,玫瑰,0
round,n,"一輪,一回合,一場,一局;圓形物",0
row,n,行列,0
rub,n,"摩擦,擦;阻難;疑難點",0
rubber,n,橡膠,0
rule,n,規則,0
safe,n,保險箱,0
sail,n,"帆,篷;帆狀物;船隻",0
sale,n,售賣;賤賣,0
salt,n,鹽,0
sand,n,沙,0
Saturday,n,星期六,0
saw,n,鋸子;鋸條,0
scare,n,驚恐;驚嚇,0
scene,n,景色;場面,0
school,n,學校,0
sea,n,海,0
season,n,季節,0
seat,n,座位,0
second,n,第二;秒,0
seed,n,種子,0
seesaw,n,蹺蹺板,0
self,n,"自身,自己;自我",0
sense,n,感官;官能,0
sentence,n,句子,0
September,n,九月,0
service,n,服務,0
set,n,套;組,0
seven,n,七,0
seventeen,n,十七,0
seventy,n,七十,0
shake,n,搖動;奶昔,0
shape,n,形狀,0
shark,n,鯊魚,0
sheep,n,綿羊,0
sheet,n,一張(紙);床單,0
shine,n,"光,光亮;光澤;擦亮;陽光,晴天",0
ship,n,船,0
shirt,n,襯衫,0
shoe,n,鞋子,0
shop,n,商店,0
shore,n,岸邊,0
shot,n,"射擊,開槍;投籃;拍攝",0
shoulder,n,肩膀,0
shout,n,呼喊;喊叫聲,0
show,n,展覽;電影,0
side,n,邊,0
sight,n,視力;景象,0
silver,n,銀,0
singer,n,歌手,0
sir,n,先生,0
sister,n,姊妹,0
six,n,六,0
sixteen,n,十六,0
sixty,n,六十,0
size,n,大小;尺寸,0
skill,n,技能,0
skin,n,皮膚,0
sky,n,天空,0
sleep,n,睡眠;死亡;冬眠,0
small,n,細小的部分;小件物品,0
smell,n,"氣味;香味;臭味;嗅覺;一嗅,一聞;少許;跡象,影蹤",0
smile,n,微笑,0
smoke,n,煙,0
snake,n,蛇,0
snow,n,雪,0
soap,n,肥皂,0
soda,n,蘇打;汽水,0
sofa,n,沙發,0
soil,n,"土,泥土,土壤",0
someone,n,某人;有名氣的人,0
something,n,某人;某事;重要的人(或事物);,0
son,n,兒子,0
song,n,歌曲,0
soul,n,靈魂,0
sound,n,聲音,0
soup,n,湯,0
sour,n,酸味;酸的東西,0
south,n,南方,0
space,n,空位;太空,0
speech,n,言論;演講,0
spoon,n,湯匙,0
sport,n,消遣;運動;突變,0
stair,n,梯級;樓梯,0
stand,n,"攤子;停止,站立； 立場;態度",0
star,n,星星;明星,0
start,n,出發;開端;啟動,0
state,n,狀態；美國的州,0
statement,n,"陳述,說明;結單",0
station,n,車站;場所,0
stay,n,"停留,逗留;停止;延後;持續力",0
step,n,步;臺階,0
stone,n,石頭,0
stop,n,車站,0
store,n,商店,0
story,n,故事;樓層,0
street,n,街道,0
student,n,學生,0
study,n,書房,0
sugar,n,糖,0
summer,n,夏天,0
sun,n,太陽,0
Sunday,n,星期日,0
supper,n,晚餐,0
surprise,n,意外之事物,0
sweet,n,"(餐後的)甜點;(用作稱呼語)親愛的,寶貝",0
swim,n,"游泳;暈眩,眼花;潮流",0
table,n,"桌子;表,目錄",0
tail,n,尾巴,0
tale,n,"故事,傳說;謊話",0
talk,n,談話;交談;空話;話題;談判,0
taste,n,"味道,滋味;體驗;風雅;得體;興趣",0
taxi,n,計程車,0
taxicab,n,計程車,0
tea,n,茶,0
teacher,n,老師,0
ten,n,十,0
thank,n,感謝;謝意;謝辭,0
then,n,"那時,當時",0
there,n,"那個地方,那裡",0
thing,n,事物;東西,0
third,n,第三;三分之一,0
thirteen,n,十三,0
thirty,n,三十,0
thought,n,思想,0
thousand,n,千,0
three,n,三,0
throw,n,投擲;披巾;(沙發等的)罩單,0
Thursday,n,星期四,0
ticket,n,票;罰單,0
tie,n,結;領帶;平手,0
tiger,n,老虎,0
time,n,時間;次數,0
tire,n,輪胎,0
today,n,今天,0
tomorrow,n,明天,0
tone,n,"音色,音調;色調",0
tonight,n,今夜;今晚,0
tool,n,工具,0
top,n,頂部; 陀螺,0
total,n,總額,0
touch,n,"觸,碰;接觸;潤色;特長,才能;少許",0
town,n,城市,0
toy,n,玩具,0
train,n,火車,0
tree,n,樹木,0
trip,n,旅行,0
trouble,n,麻煩,0
try,n,嘗試;努力,0
T-shirt,n,短袖圓領運動衫,0
Tuesday,n,星期二,0
turn,n,輪到,0
twelve,n,十二,0
twenty,n,二十,0
two,n,二,0
uncle,n,叔叔,0
unit,n,單位;單元;組件,0
up,n,上升;走運,0
upstairs,n,樓上,0
use,n,用途,0
vegetable,n,蔬菜,0
view,n,視力;視野;看法,0
visit,n,訪問,0
voice,n,(人的)聲音,0
wait,n,等待;等待的時間,0
walk,n,散步;人行道;四壞球保送上一壘,0
wall,n,牆,0
want,n,需要的東西;必需品;缺乏;匱乏,0
war,n,戰爭,0
warm,n,"暖和的地方;取暖,加熱",0
warming,n,暖和；加溫,0
wash,n,"洗,洗滌;要洗的(洗好的)衣服",0
waste,n,浪費,0
watch,n,手錶,0
water,n,水,0
way,n,方法;路,0
wear,n,穿;戴;佩;磨損,0
weather,n,天氣,0
wedding,n,婚禮,0
Wednesday,n,星期三,0
week,n,星期,0
weekend,n,周末,0
weight,n,重量,0
welcome,n,"歡迎,款待;歡迎辭",0
well,n,"井,水井;採光井;通風井",0
west,n,西方,0
where,n,"哪裡,何處; 地點",0
while,n,一會兒,0
white,n,白色,0
whole,n,"全部,全體;整體",0
why,n,"原因,理由;難解的問題,謎",0
wide,n,"歪球,壞球",0
wife,n,妻子,0
will,n,意志;決心;遺囑,0
win,n,"獲勝,成功,贏;贏得物",0
wind,n,風,0
window,n,窗戶,0
wine,n,葡萄酒,0
winter,n,冬天,0
wish,n,"希望,願望;祝福,祈頌",0
woman,n,女人,0
wood,n,木材,0
word,n,字,0
work,n,"工作,作品",0
worker,n,工人,0
world,n,世界,0
worm,n,蠕蟲,0
worry,n,煩惱;焦慮;擔心,0
worse,n,更糟的事,0
worst,n,最壞者;最壞的部分;最壞的情況,0
writer,n,作家,0
wrong,n,"錯誤;不道德;違法,犯罪;壞事",0
Xmas,n,耶誕節 (=Christmas),0
yam,n,山芋類植物,0
year,n,年,0
yellow,n,黃色,0
yes,n,"肯定的回答,同意;贊成票",0
yesterday,n,昨天;往昔,0
young,n,青年們;雛,0
zero,n,零,0
zoo,n,動物園,0
